date,category,sales,transactions,avg_basket_size,day_of_week,month,day_name,quarter,week_of_year,day_of_month,year,is_weekend,is_month_end,is_month_start,is_festival_season,is_summer,is_monsoon,month_sin,month_cos,dow_sin,dow_cos,sales_lag_7d,sales_lag_14d,sales_lag_30d,sales_rolling_7d,sales_rolling_30d,is_holiday,is_pre_holiday,is_post_holiday,days_to_next_holiday,holiday_type,holiday_lift_score,temperature,humidity,is_rainy,rain_impact_score,high_humidity,heat_index,temp_category,temp_rolling_3d,humidity_rolling_3d
2025-05-02,Clothing,24518.04,24,2305.86,4,5,Friday,2,18,2,2025,0,0,1,0,1,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,22917.28,,,27878.11142857143,27004.624545454546,0,0,0,244,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-05-03,Clothing,31535.99,35,2104.95,5,5,Saturday,2,18,3,2025,1,0,1,0,1,0,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,33647.77,,,27576.428571428576,27382.23833333333,0,0,0,243,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-05-04,Clothing,33785.87,41,1892.54,6,5,Sunday,2,18,4,2025,1,0,1,0,1,0,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,30462.7,,,28051.167142857146,27874.825384615382,0,0,0,242,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-05-05,Clothing,25316.37,28,1462.08,0,5,Monday,2,19,5,2025,0,0,1,0,1,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,30223.31,,,27350.175714285717,27692.078571428574,0,0,0,241,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-05-06,Clothing,29421.99,30,2199.17,1,5,Tuesday,2,19,6,2025,0,0,0,0,1,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,26032.6,25147.43,,27834.374285714286,27807.406000000003,0,0,0,240,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-05-07,Clothing,25721.97,32,1737.99,2,5,Wednesday,2,19,7,2025,0,0,0,0,1,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,25936.99,29526.99,,27803.657142857148,27677.06625,0,0,0,239,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-05-08,Clothing,26410.64,31,762.74,3,5,Thursday,2,19,8,2025,0,0,0,0,1,0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,24325.37,24312.39,,28101.552857142862,27602.570588235296,0,0,0,238,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-05-09,Clothing,27834.28,31,1103.61,4,5,Friday,2,19,9,2025,0,0,0,0,1,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,24518.04,22917.28,,28575.30142857143,27615.443333333333,0,0,0,237,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-05-10,Clothing,37759.56,37,2490.78,5,5,Saturday,2,19,10,2025,1,0,0,0,1,0,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,31535.99,33647.77,,29464.382857142857,28149.344210526317,0,0,0,236,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-05-11,Clothing,35444.39,32,1037.22,6,5,Sunday,2,19,11,2025,1,0,0,0,1,0,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,33785.87,30462.7,,29701.31428571429,28514.096500000003,0,0,0,235,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-05-12,Clothing,24427.35,29,1576.9,0,5,Monday,2,20,12,2025,0,0,0,0,1,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,25316.37,30223.31,,29574.31142857143,28319.489523809527,0,0,0,234,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-05-13,Clothing,30309.77,32,2090.78,1,5,Tuesday,2,20,13,2025,0,0,0,0,1,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,29421.99,26032.6,,29701.137142857147,28409.95681818182,0,0,0,233,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-05-14,Clothing,25432.39,30,1879.39,2,5,Wednesday,2,20,14,2025,0,0,0,0,1,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,25721.97,25936.99,,29659.76857142857,28280.49739130435,0,0,0,232,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-05-15,Clothing,25411.48,29,1401.58,3,5,Thursday,2,20,15,2025,0,0,0,0,1,0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,26410.64,24325.37,,29517.03142857143,28160.955,0,0,0,231,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-05-16,Clothing,23181.06,28,2441.09,4,5,Friday,2,20,16,2025,0,0,0,0,1,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,27834.28,24518.04,,28852.285714285714,27961.7592,0,0,0,230,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-05-17,Clothing,31015.08,35,1320.05,5,5,Saturday,2,20,17,2025,1,0,0,0,1,0,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,37759.56,31535.99,,27888.78857142857,28079.19461538462,0,0,0,229,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-05-18,Clothing,34661.03,33,894.11,6,5,Sunday,2,20,18,2025,1,0,0,0,1,0,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,35444.39,33785.87,,27776.880000000005,28322.966296296294,0,0,0,228,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-05-19,Clothing,23502.7,21,1505.9,0,5,Monday,2,21,19,2025,0,0,0,0,1,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,24427.35,25316.37,,27644.787142857145,28150.81392857143,0,0,0,227,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-05-20,Clothing,28833.21,31,1367.17,1,5,Tuesday,2,21,20,2025,0,0,0,0,1,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,30309.77,29421.99,,27433.85,28174.344827586207,0,0,0,226,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-05-21,Clothing,22345.78,23,2375.94,2,5,Wednesday,2,21,21,2025,0,0,0,0,1,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,25432.39,25721.97,,26992.905714285713,27980.059333333335,0,0,0,225,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-05-22,Clothing,26383.44,27,2365.13,3,5,Thursday,2,21,22,2025,0,0,0,0,1,0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,25411.48,26410.64,25147.43,27131.757142857143,28021.259666666665,0,0,0,224,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-05-23,Clothing,30257.73,34,2373.19,4,5,Friday,2,21,23,2025,0,0,0,0,1,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,23181.06,27834.28,29526.99,28142.71,28045.617666666665,0,0,0,223,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-05-24,Clothing,37134.54,32,1604.99,5,5,Saturday,2,21,24,2025,1,0,0,0,1,0,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,31015.08,37759.56,24312.39,29016.91857142857,28473.022666666664,0,0,0,222,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-05-25,Clothing,37254.94,43,2010.59,6,5,Sunday,2,21,25,2025,1,1,0,0,1,0,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,34661.03,35444.39,22917.28,29387.477142857137,28950.94466666667,0,0,0,221,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-05-26,Clothing,23419.68,22,1528.21,0,5,Monday,2,22,26,2025,0,1,0,0,1,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,23502.7,24427.35,33647.77,29375.617142857143,28610.008333333335,0,0,0,220,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-05-27,Clothing,25533.15,27,907.01,1,5,Tuesday,2,22,27,2025,0,1,0,0,1,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,28833.21,30309.77,30462.7,28904.18,28445.69,0,0,0,219,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-05-28,Clothing,23314.25,21,668.45,2,5,Wednesday,2,22,28,2025,0,1,0,0,1,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,22345.78,25432.39,30223.31,29042.532857142858,28215.388,0,0,0,218,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-05-29,Clothing,26706.76,29,1895.93,3,5,Thursday,2,22,29,2025,0,1,0,0,1,0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,26383.44,25411.48,26032.6,29088.721428571433,28237.86,0,0,0,217,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-05-30,Clothing,27683.82,30,2242.75,4,5,Friday,2,22,30,2025,0,1,0,0,1,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,30257.73,23181.06,25936.99,28721.019999999997,28296.087666666666,0,0,0,216,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-05-31,Clothing,31382.32,26,2140.42,5,5,Saturday,2,22,31,2025,1,1,0,0,1,0,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,37134.54,31015.08,24325.37,27899.274285714284,28531.319333333337,0,0,0,215,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-06-01,Clothing,36355.5,35,1264.35,6,6,Sunday,2,22,1,2025,1,0,1,0,1,0,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,37254.94,34661.03,24518.04,27770.782857142854,28925.901333333335,0,0,0,214,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-06-02,Clothing,26813.34,28,1267.18,0,6,Monday,2,23,2,2025,0,0,1,0,1,0,1.2246467991473532e-16,-1.0,0.0,1.0,23419.68,23502.7,31535.99,28255.591428571428,28768.479666666666,0,0,0,213,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-06-03,Clothing,28395.69,30,672.69,1,6,Tuesday,2,23,3,2025,0,0,1,0,1,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,25533.15,28833.21,33785.87,28664.52571428571,28588.806999999997,0,0,0,212,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-06-04,Clothing,23529.3,21,961.15,2,6,Wednesday,2,23,4,2025,0,0,1,0,1,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,23314.25,22345.78,25316.37,28695.24714285714,28529.238,0,0,0,211,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-06-05,Clothing,20738.47,23,1292.02,3,6,Thursday,2,23,5,2025,0,0,1,0,1,0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,26706.76,26383.44,29421.99,27842.63428571428,28239.787333333334,0,0,0,210,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-06-06,Clothing,25663.91,24,1187.64,4,6,Friday,2,23,6,2025,0,0,0,0,1,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,27683.82,30257.73,25721.97,27554.075714285715,28237.852,0,0,0,209,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-06-07,Clothing,35170.16,30,2021.46,5,6,Saturday,2,23,7,2025,1,0,0,0,1,0,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,31382.32,37134.54,26410.64,28095.195714285714,28529.836,0,0,0,208,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-06-08,Clothing,27453.45,25,1752.66,6,6,Sunday,2,23,8,2025,1,0,0,0,1,0,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,36355.5,37254.94,27834.28,26823.47428571429,28517.141666666666,0,0,0,207,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-06-09,Clothing,25207.42,29,1139.19,0,6,Monday,2,24,9,2025,0,0,0,0,1,0,1.2246467991473532e-16,-1.0,0.0,1.0,26813.34,23419.68,37759.56,26594.057142857142,28098.737,0,0,0,206,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-06-10,Clothing,24288.89,26,879.97,1,6,Tuesday,2,24,10,2025,0,0,0,0,1,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,28395.69,25533.15,35444.39,26007.37142857143,27726.887,0,0,0,205,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-06-11,Clothing,27840.55,25,969.43,2,6,Wednesday,2,24,11,2025,0,0,0,0,1,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,23529.3,23314.25,24427.35,26623.264285714286,27840.66033333333,0,0,0,204,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-06-12,Clothing,28730.62,33,2079.0,3,6,Thursday,2,24,12,2025,0,0,0,0,1,0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,20738.47,26706.76,30309.77,27765.0,27788.021999999997,0,0,0,203,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-06-13,Clothing,25348.21,24,1868.4,4,6,Friday,2,24,13,2025,0,0,0,0,1,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,25663.91,27683.82,25432.39,27719.9,27785.216,0,0,0,202,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-06-14,Clothing,40044.58,37,1447.24,5,6,Saturday,2,24,14,2025,1,0,0,0,1,0,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,35170.16,31382.32,25411.48,28416.245714285713,28272.985999999997,0,0,0,201,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-06-15,Clothing,29482.04,24,1590.47,6,6,Sunday,2,24,15,2025,1,0,0,0,1,0,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,27453.45,36355.5,23181.06,28706.044285714284,28483.018666666667,0,0,0,200,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-06-16,Clothing,26007.6,24,753.1,0,6,Monday,2,25,16,2025,0,0,0,0,1,0,1.2246467991473532e-16,-1.0,0.0,1.0,25207.42,26813.34,31015.08,28820.355714285713,28316.102666666666,0,0,0,199,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-06-17,Clothing,27188.43,26,1389.97,1,6,Tuesday,2,25,17,2025,0,0,0,0,1,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,24288.89,28395.69,34661.03,29234.575714285715,28067.016,0,0,0,198,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-06-18,Clothing,25112.95,21,1693.81,2,6,Wednesday,2,25,18,2025,0,0,0,0,1,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,27840.55,23529.3,23502.7,28844.91857142857,28120.691,0,0,0,197,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-06-19,Clothing,24242.85,20,1637.65,3,6,Thursday,2,25,19,2025,0,0,0,0,1,0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,28730.62,20738.47,28833.21,28203.808571428573,27967.679,0,0,0,196,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-06-20,Clothing,27793.98,24,2116.47,4,6,Friday,2,25,20,2025,0,0,0,0,1,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,25348.21,25663.91,22345.78,28553.204285714284,28149.285666666667,0,0,0,195,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-06-21,Clothing,32496.58,28,651.49,5,6,Saturday,2,25,21,2025,1,0,0,0,1,0,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,40044.58,35170.16,26383.44,27474.91857142857,28353.057000000004,0,0,0,194,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-06-22,Clothing,38823.36,39,2046.34,6,6,Sunday,2,25,22,2025,1,0,0,0,1,0,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,29482.04,27453.45,30257.73,28809.39285714286,28638.578,0,0,0,193,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-06-23,Clothing,28301.88,28,1026.02,0,6,Monday,2,26,23,2025,0,0,0,0,1,0,1.2246467991473532e-16,-1.0,0.0,1.0,26007.6,25207.42,37134.54,29137.147142857146,28344.156000000003,0,0,0,192,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-06-24,Clothing,27238.98,24,889.53,1,6,Tuesday,2,26,24,2025,0,0,0,0,1,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,27188.43,24288.89,37254.94,29144.36857142857,28010.290666666664,0,0,0,191,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-06-25,Clothing,27017.65,30,1751.2,2,6,Wednesday,2,26,25,2025,0,1,0,0,1,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,25112.95,27840.55,23419.68,29416.468571428577,28130.223,0,0,0,190,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-06-26,Clothing,28453.18,26,1886.96,3,6,Thursday,2,26,26,2025,0,1,0,0,1,0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,24242.85,28730.62,25533.15,30017.94428571429,28227.557333333334,0,0,0,189,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-06-27,Clothing,23212.0,20,2067.71,4,6,Friday,2,26,27,2025,0,1,0,0,1,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,27793.98,25348.21,23314.25,29363.375714285714,28224.148999999998,0,0,0,188,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-06-28,Clothing,31583.23,27,1304.08,5,6,Saturday,2,26,28,2025,1,1,0,0,1,0,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,32496.58,40044.58,26706.76,29232.897142857142,28386.697999999997,0,0,0,187,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-06-29,Clothing,35263.89,34,1943.89,6,6,Sunday,2,26,29,2025,1,1,0,0,1,0,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,38823.36,29482.04,27683.82,28724.40142857143,28639.367000000002,0,0,0,186,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-06-30,Clothing,21807.38,21,1427.59,0,6,Monday,2,27,30,2025,0,1,0,0,1,0,1.2246467991473532e-16,-1.0,0.0,1.0,28301.88,26007.6,31382.32,27796.615714285716,28320.20233333333,0,0,0,185,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-07-01,Clothing,34426.07,33,1682.71,1,7,Tuesday,3,27,1,2025,0,0,1,0,0,1,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,27238.98,27188.43,36355.5,28823.34285714286,28255.888,0,0,0,184,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-07-02,Clothing,29944.46,32,1246.64,2,7,Wednesday,3,27,2,2025,0,0,1,0,0,1,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,27017.65,25112.95,26813.34,29241.45857142857,28360.25866666667,0,0,0,183,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-07-03,Clothing,34598.22,34,1528.3,3,7,Thursday,3,27,3,2025,0,0,1,0,0,1,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,28453.18,24242.85,28395.69,30119.321428571428,28567.00966666667,0,0,0,182,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-07-04,Clothing,30672.28,33,1368.36,4,7,Friday,3,27,4,2025,0,0,1,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,23212.0,27793.98,23529.3,31185.075714285715,28805.109,0,0,0,181,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-07-05,Clothing,42516.89,39,1228.5,5,7,Saturday,3,27,5,2025,1,0,1,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,31583.23,32496.58,20738.47,32747.027142857143,29531.056333333334,0,0,0,180,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-07-06,Clothing,44032.9,40,2406.67,6,7,Sunday,3,27,6,2025,1,0,0,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,35263.89,38823.36,25663.91,33999.74285714286,30143.356000000003,0,0,0,179,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-07-07,Clothing,28201.82,29,2462.97,0,7,Monday,3,28,7,2025,0,0,0,0,0,1,-0.4999999999999997,-0.8660254037844388,0.0,1.0,21807.38,28301.88,35170.16,34913.23428571429,29911.077999999998,0,0,0,178,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-07-08,Clothing,31025.27,37,1651.38,1,7,Tuesday,3,28,8,2025,0,0,0,0,0,1,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,34426.07,27238.98,27453.45,34427.40571428572,30030.13866666667,0,0,0,177,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-07-09,Clothing,31475.76,30,1509.56,2,7,Wednesday,3,28,9,2025,0,0,0,0,0,1,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,29944.46,27017.65,25207.42,34646.16285714285,30239.083333333332,0,0,0,176,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-07-10,Clothing,24860.6,29,1696.34,3,7,Thursday,3,28,10,2025,0,0,0,0,0,1,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,34598.22,28453.18,24288.89,33255.07428571428,30258.140333333333,0,0,0,175,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-07-11,Clothing,28201.87,23,1390.73,4,7,Friday,3,28,11,2025,0,0,0,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,30672.28,23212.0,27840.55,32902.15857142857,30270.184333333335,0,0,0,174,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-07-12,Clothing,36176.14,32,2481.06,5,7,Saturday,3,28,12,2025,1,0,0,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,42516.89,31583.23,28730.62,31996.33714285714,30518.368333333336,0,0,0,173,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-07-13,Clothing,35945.2,39,1102.83,6,7,Sunday,3,28,13,2025,1,0,0,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,44032.9,35263.89,25348.21,30840.951428571425,30871.601333333332,0,0,0,172,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-07-14,Clothing,34653.46,33,1153.39,0,7,Monday,3,29,14,2025,0,0,0,0,0,1,-0.4999999999999997,-0.8660254037844388,0.0,1.0,28201.82,21807.38,40044.58,31762.614285714284,30691.897333333334,0,0,0,171,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-07-15,Clothing,35266.02,31,1720.6,1,7,Tuesday,3,29,15,2025,0,0,0,0,0,1,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,31025.27,34426.07,29482.04,32368.43571428571,30884.696666666663,0,0,0,170,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-07-16,Clothing,27105.23,30,2105.99,2,7,Wednesday,3,29,16,2025,0,0,0,0,0,1,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,31475.76,29944.46,26007.6,31744.074285714283,30921.284333333333,0,0,0,169,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-07-17,Clothing,23882.3,23,2391.08,3,7,Thursday,3,29,17,2025,0,0,0,0,0,1,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,24860.6,34598.22,27188.43,31604.31714285714,30811.08,0,0,0,168,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-07-18,Clothing,34885.85,37,649.14,4,7,Friday,3,29,18,2025,0,0,0,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,28201.87,30672.28,25112.95,32559.171428571426,31136.84333333333,0,0,0,167,None,0.0,,,0.0,0.0,0.0,,warm,,
2025-07-19,Clothing,40367.59,36,676.44,5,7,Saturday,3,29,19,2025,1,0,0,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,36176.14,42516.89,24242.85,33157.95,31674.33466666667,0,0,0,166,None,0.0,,,0.0,0.0,0.0,,warm,,
